"Insurgency is a really highly realistic fps game running on a source engine. This sentence will tell you a lot about the game. The game is a pvp realistic shooter, no madness. As I mentioned, the game runs on a source engine and this is a guarantee of great optimization and integration of stea. The game was launched in the form of a mod for Half-Life 2 in 2007 and already at that time garnered a really large number of positive reactions. The game looks really great in terms of graphics. The environment of the maps is really excellently developed, so Insurgency will bring you real enjoyment of the game and a great atmosphere. I can't complain about the sounds, in Insurgency the sounds are elaborate and it sounds really good, but don't wait for the soundtrack in the game. In terms of gameplay, I would compare Insurgency to Red Orchestra 2. The game contains several game modes and there is still something to discover. When buying this game you will definitely not regret your € 10 and if you like fps, you will just be glad that you just bought Insurgency! Definitely try the game! ",1,0
"A perfect example of how to make a card game accessible to a new player while still providing intrigue and challenge for veterans. Making deck-building something you need to do afresh every single run leaves you experiencing new content constantly, and there's so many different genuinely powerful deck archetypes that you never feel pushed into one specific netdeck. You can very easily get hundreds of hours out of this game and it's worth every second. ",1,0
game is just a meme ,1,0
I think my playtime speaks for itself. ,1,0
great game ,1,0
"This game, man ... has potential, and not only has, as already demonstrated in practice, even being in alpha. If you want the feeling of being in a zombie apocalypse, you are in the right place. Go there in the big city, shoot at night, and prepare to run, nigger. I already laughed. I already screamed. I already cursed as hell ... And I want more, let's go! ",1,0
and ,1,0
"Nice graphics, even though my PC doesn't meet even the minimum requirements, this game works great (for full graphics settings). In this game, your task is to be constantly on the lookout, and when the case arises, get to it as soon as possible. A very sophisticated game that also includes multuplayer - so far only Alfa MP. The content is high quality, deto sounds and textures, even with graphics, are also no exception. It still contains a few flies, which will soon be hopefully removed 93% - I recommend ",1,0
"Very fun game, but too difficult. . . ",1,0
hype ,1,0
Somehow I got below Silver I... ,1,0
"Great game, nothing more to say.  Just go play it and experience it for yourself. ",1,0
Free to play Guys ,1,0
DOOM 64 is simply a better DOOM 3 than DOOM 3 was. ,1,0
After playing the wizard. . . Not interested in Japanese RPG. . . But Final Fantasy is barely okay. Take advantage of the discount. ,1,0
Great game. My child liked it;) ,1,0
"Neon Beats is a rhythm-based platformer that can remind us of many exponents of the genre such as The Impossible Game or Geometry Dash in the ""cube jumping spike"" style, but with a personal touch and unique game mechanics. First of all, the game is completely free so there is no reason not to try it. The title offers us a tutorial to learn the basics of the controls and three complete levels, which you can easily complete in about 20 minutes. Although I have completed the game with keyboard, to say that it is fully compatible with controllers, and that the experience can be even more comfortable, since in this game, our ""cube jumping spikes"" does not move automatically with the camera: we have full control on it, being able to even go back and make jumps to the walls, being able to bounce from one to another. In addition, death does not imply restarting the entire level from the beginning, it will only take us to the beginning of the section in which we were. This can be of great help for those people who get easily frustrated with this type of game, since it will not cost you to complete it. For those looking for a greater challenge, his is to get all the achievements, in which we will have to complete the levels below a certain time, with the three collectibles and without dying a single time. Despite being only three levels, we find a great variety of situations: platforms with surfaces that appear and disappear or move to the rhythm of the music, jump spikes at full speed, bounce against the walls, use ropes to swing and reach further afield, etcetera. Some collectibles are very well hidden and everything is accompanied by a great soundtrack that increases or decreases the intensity according to the situation in which we find ourselves. Neon Beats is a game with enormous potential, and its creators (who have created it for a University project) have already promised that, starting in September, they will continue to support the game with more levels that will include new mechanics. of game. If they maintain this support and, in turn, continue to receive such positive reviews from the public, I think we are witnessing only a small part of what the title could become in the future. In short, it is totally advisable to try it. For my part, I will closely follow the news about this title and I am already looking forward to the new levels. ",1,0
Best Space Roguelike ,1,0
Where did your airline skin go? 737 ,1,0
so cute > < ' ,1,0
This game punched me right in the feels. ,1,0
"The first assassin's creed game I finished 100% like ac 4, a game that is both beautiful and not related to the ac series, the graphics are great, the voiceover is not bad, the gameplay is rpg style. The numbers appear as you hit and it sounds normal if you have played other types of games, but it was not a problem for me, something that was seen for the first time in such a gameplay ac series, but if anyone will play, it has been compulsory to do a side mission, you are not enough to continue from the story, generally I played 120 hours in the game. and I finished everything including dlc's I recommend ",1,0
awesome ! ,1,0
"Briefly about the plot. You play as a gang of mazahists. Which, overwriting something about freedom and equality, burns and kills everything and everyone. ",1,0
"It's buggy as ♥♥♥♥. But when it works, IT ♥♥♥♥♥♥♥ WORKS. I played this with a friend of mine, and the mind ♥♥♥♥♥ made this game scary and entertaining. Excited for the next one! ",1,0
Great game !! ,1,0
"Good spin-off of the original, new weapons, enemies and a little story, something short but it gets longer if you want to get all the achievements. ",1,0
"I played this game with the sole intention to make a review of it.  I have not played the first game (stand alone ""State of Anarchy"") and I also did not get to the dual wield DLC. Still I got a lot out of this game. NewRelease Games has a portfolio of games among which ""Shadows 2: Perfidia"" and ""Project Starship"", both drawing some attention and with very positive percentage of reviews. The developer seems to have been working on improving the first version of the game, and I am told that this version is smoother and has those extra set of, well, extra, which one looks for in a follow up game.  One of the things one notices as the very beginning of this game is the sound effects (of which most are vocal recordings, and therefore, hilarious). Shooting, rage, and other things in the game set environment have a very sweet and well-coordinated effects. This makes gameplay a lot funnier and makes a game which is simple in its concept pretty awesome. Regarding the soundtrack of the game, it works very much according to the development of the storyline, and the tracks which are played here and there match the game very well, and were probably carefully chosen by the developers and/or de release company. Additionally, the tracks change as the scenery in the back does, which gives it an additional feel. Well played.  Doodle games are not really an acquired taste, but something you can fall in love with from the very start, or despise and shut off after only a couple of minutes. I think most people will fit or be inclined to the first option; doodles are awesome. For us older gamers, ever since we had flash games 10 or 15 years ago and ninja'd through the levels they have been preferred and rarely wouldn't draw our full attention. Perhaps they were more difficult to keep playing, as one couldn't save flash games back then, but we did spend some time on them most definitely. What is also sweet is that these sorts of games are definitely set out for funny kicks, and this game has plenty, which I think is a very positive feat for the genre. You can't take doodles to seriously. Still, you can get along with the storyline and once you get into upgrades, you can grind away on the map, shooting little drawn men shooting red bullets and collecting their moneys and leveling up.  One can get a series of upgrades between different costs or levels. I do think it would have been nice to keep the descriptions of the upgrades appearing which did not happen for me after a few times. Also you get your weapons changed and this is a cool feat, makes you expect something new on every level-boss you beat.  Graphic-wise, it works smoothly, did not run into any bugs or game halts, it did make my graphic card work a bit, which was definitely unexpected, but so much things go on as the you progress through the levels that obviously, to keep everything smooth, you need to get a bit more out of acceleration.  The game logic reminded me a bit of similar games, and the possibility to get into a car is very reminding of the first Grand Theft Auto games 1 and 2, although the story and goals are basically different. The games set-out and the character are both very relatable.  The easy part is that once you get a hang of how to move around in the world it is ""easy"" but as levels progress it get pretty hectic and crazy. I did browse the game, made it to some of the levels, but was probably around 25% finished when I stopped playing. One does require a bit of practice for moving and bullet avoiding, and of course, it only gets more difficult between levels, and from the game angle it is possible to keep avoiding bullets for some time before you will inevitably die. I think that the game angle is definitely a positive part of the game, it lets you notice things which go on around you and lets you immerse more into the game.  A must-get if you like the genre. It delivers good gameplay and it does not get boring, at least for the time I played. Also, it does get an extra credit from me because it still works without internet, and this feat is starting to get ever rarer, especially for fun and entertaining games. There are some which really don't work without internet or they get weird or non-entertaining, and that does not happen to this one. ",1,0
"Captivating, emotional and yet somehow decelerating. Actually not my genre but an absolute must play for anyone who is halfway interested in history, or for someone who wants to experience a really good story ... who also likes to moisten the eyes a bit ... is so ... no lie and honestly: D ",1,0
"amazing gameplay, feels like you are John Wick, what else do you need? ",1,0
kill!!!! ,1,0
"A beautiful, addictive game. Voices, whispers immerse you in the atmosphere of the game. Great graphics and animation. ",1,0
"It's a beautiful game to play with friends, you can make fun of it !! ",1,0
Its a so brilliant game :) ,1,1
good for playing with friends ,1,0
"If you want to animate, make good graphics and shaders, I recommend. Its level somewhere like C4D. If someone is interested in, for example, the complexity of a PC, that's fine, it depends on the speed of rendering later. 10/10 - There is nothing to review, a normal quality program for creating graphics and animations, and even more for free, I think more than enough XD ",1,0
Good game with good updates. Best free battle royale! ,1,0
THIS IS THE BEST GAME EVER !!! ,1,0
If you like the original soundtrack head to bandcamp to listen to this arranged version. I think you will buy it once you hear how it sounds. Like the original soundtrack this sounds great in any music playlist while lending enough difference to want to listen to both the original and the arranged. ,1,0
:) ,1,0
"Not much pay to win, you can play with your friends when you start, in short, AMK ",1,0
"Fun game in which you have to build and manage the police, fire brigade and infirmary. At the beginning it is easy, but it increases, so you should think carefully about where to build something so that the employees can get to their vehicles quickly :) I can only recommend it, but would only buy it in the sale (as I did) because I think that 25 euros is slightly overpriced for a game that is about 200 Mb. On the positive side, there is also mod support available (Steam Workshop) :) ",1,0
"Of all the parts, the clear sky is considered the worst. But this game cannot be called bad as it is a classic stalker by all. It's just that the game is more sterlyalka, not everyone will go ",1,0
"The game is good, interesting and addictive.I recommend Prost Ideally 10 out of 10 ",1,0
Very well. ,1,0
"yes, I recommend this so cool with cheated in a dick game, fuck cheaters, I'm better without cheats ezzz ",1,0
it nice ,1,0
"A very refreshing game, almost half an hour to collect all achievements. There are 3 or 4 main stories, which can make you look forward to the next harvest, and the ultimate goal: I must click to open the bottle cap!!! Here is my demo~ ",1,0
Check out my gameplay in 2k! ,1,0
"this game is actually really fun, when you play alone not so much but with friends it is really fun, i recommend it to anyone who wants a good co operative game without guns :D ",1,0
kind of like dark souls but instead of the fume ultra greatsword you can craft an axe ,1,0
very good ,1,0
"Short, sweet, fun and puzzling! took 1hr29min to beat definitely worth a bit of the afternoon ",1,0
"I originally received this game through Humble Monthly and didn't really think I'd enjoy it, but when I finally fired it up, I was pleasantly surprised. There's an obvious love and attention to detail that's been put into this game. At times it's relaxing... at times it's frustrating... but it's always enjoyable. ",1,0
lllllllllll ,1,0
"Well packaged.  Simple set up and very easy to use. Truly a plug and play devise. I highly recommend you use a wired internet line instead of Wi-Fi. No issues streaming games from a PC in another room to a 65"" 4K monitor. If you play on Steam this is a must own. ",1,0
brutal ,1,0
"If You Have a Friend, I Recommend You Play 24/7 ",1,0
SUPPORT THE ♥♥♥♥ OUT OF THIS GAME! Look forward to seeing this game's development! ,1,1
"""Pixel platformer with a good soundtrack"" - this is how my review should start and it actually starts like that, because it's the truth! The big plus of this game is its simplicity, because here you do not need to strain too hard to complete the level (in some cases you will have to). Of course, one cannot ignore the not-sharp graphics and unpleasant soundtrack. The low price and the availability of cards can also be attributed to the keys. The only disadvantage is the lack of settings. For example, I would like to change the screen resolution ... well, that's someone like. In general, the game is worth its money and you can buy it with peace of mind! 8/10 ",1,0
"A good strategy, somewhat reminiscent of the first Civilization) Thumbs up is shorter;) ",1,0
"Oh how you want to come back, oh how you want to break into the town ......... ",1,0
Nice puzzler. Was better than expected. ,1,0
It is good to nostalgize with it because it evokes our childhood: D ,1,0
"Love this game.  I think it would be better with others, to bad I don't have anyone : ( Achievements-Fair ",1,0
A must have ,1,0
Fun game if you like a really difficult Jump'n'Run. Brings back memories of the good old C64 times. The seamless switching between the music styles when switching between the sisters is a nice bonus. ,1,0
Innovative and fun game. Simple gameplay. It's much more fun with VR. (There is also a VR version) - 8/10 ,1,0
"I have to say, a game that revolves around abusing the Office of the President for personal profit plays a bit differently in 2020 than when it was first released, but this is still the best math-focused edutainment game out there that doesn't have ""Blaster"" in the title. ",1,0
Press F... ♥ ,1,0
"TTT2 has already been removed from the hard drive. All the favorite characters from the previous parts were brought in :) Kunimitsu is quite a mobile character, and besides, he is also a suit. Maximum satisfied with the character. ",1,0
"currently paladins look very much on the wave of other games, if he had his own footprint I think it would be better for the game itself, not to mention that it is no longer in PT-Br, well it was a game that I would recommend without thinking twice but hj in day would speak the pros and cons. ",1,0
"Nice game, especially when playing with friends. There are no improvements that I think will be fixed. But you can pass the time 7/10 ",1,0
INSANE !!!!!!!!!!!!!!!!!!!!!!!! ,1,0
"The thing is undoubtedly useful (as for me), for 600 (!) Rubles you get things for tens of thousands of the same rubles. Yes, these things cannot be exchanged and sold, but this is how you have to be an Ebil in order to give players the opportunity to sell and exchange these expensive skins for only 600 rubles, so everything is logical here and there is no need to cry. Skins are beautiful, new. Basically, these are skins for clothes, but there are also a couple of skins for weapons. By purchasing this event pass, you will have the opportunity to keep all the skins you have earned for yourself forever, and this is very cool, because , I repeat, these clothes are very expensive and colorful. I consider the price of 600 rubles to be absolutely not overstated for such a mountain of new content, because in addition to skins, 21-30 levels of the event are also opened for you, for the achievement of which expensive things drop out. Take it without hesitation. This is much more profitable than just buying 600 rubles worth of skins on the trading platform. ",1,0
good game ,1,0
great game 10/10 but it doesn't work for me ,1,0
"Don't expect anything deep and full of details. It's a simple, straightforward and VERY fun game. Its only flaw is that it is too SHORT. The campaign lasts just over 3 hours, bursting! I hope the producers hold on to that idea and release a game at least three times the size of that next time! ",1,0
You can revive very well ,1,0
Cool game I recommend an excellent co-op game with excellent gameplay. ,1,0
HELLO ♥♥♥♥ GAMES ,1,0
"Review after 740+ hours. Getting into the game is pretty tough - especially when you're alone. At the beginning you have to get used to all the perks / maps and killers. Main objective of the survivors -> repair 5 generators and escape through one of the two exit gates. Main goal as a killer -> Kill the 4 survivors As mentioned, getting into the game is relatively tough. However, once you have gained a little experience, the game is twice as much fun. I recommend the game zsm. to play with friends, because firstly this is even more fun and secondly you can always count on yourself to save each other. Small tips: Never just try to escape - only if no one comes to rescue. Please don't just run out, pay attention to your team. Don't camp, go in search of new victims -> that makes more points for you and also more fun. Kill 4 !! - if you should only get 3 and the last one is hiding, then do not hang the 3rd and look for the 4th because it is better to get 4 than 3 even if you only get 2. No killer is unbeatable and there is a counterplay against everyone, even if these are extremely difficult against a good nurse (strongest killer), they are feasible. If you have further questions or need help, just add me. I am happy to help you. You can keep misspellings =) ",1,0
Best game and ending ever ,1,0
"Great game, but is anything REALLY better than Civ V? Fun game nonetheless! ",1,0
nice little game to kill time;) ,1,0
i'm not big fan of SOCCER or FANCY RACING CARS game... Even my friend didn't recommend this game... But somehow... i love this game ,1,0
beautiful i love ,1,0
niceeeeee ,1,0
"I love it when you want to know about the game before buying, and all Russian-language reviews boil down to very informative stories from mother's businessmen about how they raised a couple of cents for the subsequent purchase of skins in a cocoa bag ",1,0
Was the black cow? ,1,0
Real damn incredible! ,1,0
Recommended ,1,0
"This game has made me meet friends, and make enemys. This is by far one of the best game I've played during my time on the platform called steam. In this game, you can build a base, get it raided, get triggered, leave the server, and then find a new server, or.. make your own and be the ruler of your players. To respond to your broken base, go and raid someone elses base and make it your own. Don't forget to make another wall around to to avoid the owners from coming back and getting to your loot! I've played in the 2.0 unturned and was there for the start of 3.0 unturned. I've had around 500+ hours in 2.0 alone and my friends got me to play 3.0 when dev test was just made. The game just surprised me to see the jump and dedication that went into this game. The creator, Nelson Sexton, put his heart and his life into this game and made it the game that I've always wanted to play. My first time playing this game in 2.0 I was dieing from zombies, not knowing how to do anything. And just got better from the game not being hard for starters, with the easy going start with some challenges if I chose to do them, I started to take buildings and make them my home. Then I would just find other loot that was around me, took it in, and survived. Which made me just play this game till very late in the night and going to bed, waking up and wanting to play it even more. Then.. I started to do 3.0, and I was just surprised by how the changes were with the main menu. Joined in dev test and saw just how everything was and how so different everything was! Then very later down the road, when unturned was getting very famous and was blowing up in the good way, I started to play on a lot of servers, people would just role play, kill, or take you in, give you food, and help you survive and let you on your way. The game is just one of the amazing one in my own thoughts and many others would agree with me. If you give this game a chance, then you will find your game that you will never give up. If you were to play unturned, start from the beta and go to the 2.0 and then play a bit and go to 3.0 and just look at the changes and take it all in. This is just my thoughts! ",1,0
Tooooop ,1,0
Please don't CUT ,1,0
Awesome game to play! Big fun with friends and other people! ,1,0
"Terrifying, haunting 10/10 Graphics OK, because the old game has a bit of ragdoll bug, flawless gameplay. ",1,0
nice ,1,0
Awesome fishing simulator! ,1,0
"This is by far my favorite game, i like the community and mechanics. It's beautiful and entertaining. ",1,1
Tell me a reason how to not recommend this game <32B ,1,0
YEA! I LOVE ONLINE GAMES (not offline) AND THIS IS THE BEST GAME huehuehue ,1,0
"The game is gorgeous, although not scary, but passed it with a friend 2 times, I advise you to go through. Good successor to the series. ",1,0
An awesome blast from the past. a Shmup with PLOT! ANIME PLOT even.. what more can you want? ,1,0
good demaaaaaais ,1,0
I recommend that people who love World War 2 and the war vehicles of that period should play. Tactical and smart play is a must. It is more fun when playing with friends. ,1,0
Fun ,1,0
Good: D ,1,0
"Strategy game aimed at tactical and superiority with emphasis on FPS style heroes. I like him very much and he has a lot of time. When you enter as a team, the destiny of the game changes. It is definitely one of the best games offered free of charge. Overwatch is a lot compared to the game but I find it wrong. It does not have to be compared. I advise. ",1,1
