# id:14-28-14-1 
0.1,-0.54,1
-0.51,-0.14,-1
-0.95,-0.13,1
-0.22,-0.75,1
-0.49,0.78,1
-0.26,0.32,1
0.66,-0.15,-1
-0.67,-0.5,1
-0.03,-0.85,1
0.01,0.85,1
-0.29,0.42,1
0.68,-0.62,-1
-0.85,0.7,1
0.02,-0.07,1
0.78,0.7,-1
-0.8,0.11,1
0.26,-0.54,-1
-0.7,-0.26,1
-0.85,0.52,1
0.91,0.93,-1
0.63,0.88,-1
-0.2,-0.23,-1
-0.54,-0.87,1
0.24,-0.77,-1
-0.31,-0.53,1
0.21,-0.88,1
0.65,-0.49,1
-0.57,0.22,-1
0.09,-0.43,1
0.34,-0.98,1
-0.85,0.16,1
0.39,-0.68,-1
-0.2,-0.31,-1
-0.19,0.07,-1
0.58,-0.42,-1
0.8,0.62,1
-0.81,-0.23,1
-0.21,0.26,1
-0.58,0.82,1
-0.86,-0.75,1
-0.06,-0.03,1
-0.97,-0.67,1
-0.09,-0.78,1
0.85,0.71,-1
-0.52,-0.61,1
0.66,-0.1,-1
-0.28,-0.43,1
-0.17,0.79,1
-0.24,-0.25,1
0.09,0.74,1
0.97,-0.95,1
0.76,-0.68,-1
-0.29,0.4,-1
-0.71,0.74,1
-0.69,-0.67,1
-0.88,0.68,1
-0.57,-0.56,1
-0.82,-0.91,-1
-0.86,-0.78,1
-0.46,0.79,1
0.18,0.66,1
0.39,-0.94,1
-0.61,-0.64,-1
-0.96,0.77,-1
-0.8,0.08,-1
0.18,0.5,1
0.72,-0.52,-1
-0.74,0.38,1
0.03,0.13,-1
0.19,0.41,1
0.78,-0.03,1
-0.26,0.5,1
-0.42,-0.73,1
0.77,0.88,1
-0.64,-0.69,-1
0.69,0.24,1
-0.63,-0.01,1
-0.6,0.27,-1
-0.77,0.24,1
-0.26,-0.71,1
-0.44,0.26,-1
0.13,-0.84,1
-0.52,0.54,-1
-0.22,-0.82,1
0.18,-0.98,1
0.29,0.85,1
0.09,0.78,1
-0.94,-0.58,-1
0.68,-0.76,1
-0.59,-0.25,1
-0.72,-0.61,1
-0.42,0.95,1
0.97,-0.08,1
-0.23,0.11,1
-0.12,0.28,1
0.7,-0.16,1
0.09,-0.48,1
0.27,-0.55,1
-0.15,0.44,1
0.39,-0.18,1
0.75,-0.47,-1
0.65,0.38,-1
-0.35,-0.95,-1
-0.11,0.05,1
0.57,0.88,1
-0.67,0.86,1
0.3,-0.01,1
0.82,0.8,1
-0.67,-0.37,1
-1,-0.57,-1
-0.52,0.99,1
0.04,-0.29,-1
-0.41,-0.17,1
-0.31,0.83,1
-0.18,-0.29,-1
-0.49,-0.29,1
0.35,-0.74,1
-0.31,0.33,1
0.32,0.01,-1
0.72,0.91,-1
-0.27,-0.59,1
-0.76,0.34,1
-0.96,-0.9,-1
-0.19,0.89,-1
-0.86,-0.78,1
0.55,0.52,1
-0.48,-0.45,-1
-0.55,-0.8,1
-0.39,0.79,1
0.13,-0.97,1
-0.87,0.61,1
0.5,0.13,1
0.36,-0.39,1
-0.88,-0.51,-1
0.04,0.01,1
0.22,0.45,1
0.23,0.3,-1
0.34,-0.4,1
-0.79,0.27,1
-0.6,0.53,1
-0.87,0.84,-1
-0.67,-0.56,1
0.46,0.81,1
0.25,0.56,-1
-0.14,0.19,-1
0.8,-0.63,-1
0.64,-0.92,-1
0.61,0.07,1
-0.09,-0.55,1
-0.11,-0.07,-1
-0.27,0.49,1
0.05,0.51,1
-0.3,0.29,-1
0.66,0.78,1
0.86,-0.79,1
0.28,0.12,-1
0.57,0.24,-1
-0.84,-0.95,1
0.55,0.81,-1
0.32,0.32,-1
-0.4,-0.39,-1
-0.62,0.01,-1
0.22,-0.11,-1
-0.99,-0.06,1
-0.83,-0.88,-1
-0.83,-0.17,1
-0.36,-0.92,1
0.4,-0.18,-1
0.44,-0.5,1
0.52,0.83,1
-0.28,0.79,1
-0.27,0.94,1
-0.94,-0.66,-1
0.18,-0.53,1
-0.44,-0.72,1
0.1,0.78,-1
-0.72,-0.76,1
-0.93,-0.57,1
-0.78,0.8,1
0.74,0.83,1
-0.83,0.11,1
0.59,-0.99,-1
-0.71,-0.03,1
-0.26,-0.92,1
-0.67,-0.71,-1
-0.28,0.39,1
0.18,-0.29,1
-0.46,0.76,1
-0.13,-0.23,-1
-0.22,0.24,1
-0.8,-0.28,1
-0.19,-0.58,1
-0.29,-0.18,1
-0.79,-0.27,1
0.44,-0.72,1
-0.96,0.03,1
0.8,-0.25,-1
1,0.99,-1
-0.29,-0.86,1
-0.44,0.14,1
0.97,-0.8,-1
-0.06,0.11,-1
0.39,0.88,1
-0.1,0.04,1
0.8,0.73,1
0.71,-0.07,-1
0.07,0.15,1
-0.71,-0.4,-1
-0.19,0.62,1
-0.28,1,-1
0.87,-0.52,1
0.52,0.9,1
0.63,-0.28,1
0.65,0.11,1
-0.74,0.69,-1
-0.71,0.24,1
-0.14,0.25,1
0.25,-0.02,1
0.46,0.25,1
0.15,0.33,1
-0.96,0.42,1
-0.47,0.85,1
0.54,-0.25,1
1,-0.82,1
0.43,0.81,1
-0.22,-0.86,-1
0.4,0.66,-1
-0.02,0.54,1
-0.04,0.43,1
0.28,0.13,1
0.89,0.66,1
0.84,0.6,1
0.4,0.17,-1
0.32,0.73,1
0.38,0.66,-1
0.2,-0.41,-1
-0.99,-0.89,1
0.25,0.95,1
0.6,-0.24,1
-0.65,0.74,1
-0.09,-0.37,-1
-0.64,-0.65,1
-0.99,-0.78,1
-0.18,0.5,1
0.62,0.02,1
-0.04,-0.77,-1
-0.01,0,1
-0.27,-0.32,1
0.32,0.02,1
0.37,-0.18,1
0.05,0.53,1
0.02,0.98,-1
0,-0.17,1
0.07,0.5,-1
-0.5,-0.5,1
0.18,-0.51,-1
0.51,-0.25,1
0.57,0.6,-1
0.12,-0.12,-1
-0.14,0.19,1
-0.98,-0.72,1
0.78,-0.68,-1
-0.17,-0.44,-1
0.05,-0.61,-1
0.14,-0.3,1
-0.71,0.72,1
-0.41,0.81,1
0,-0.66,1
-0.38,0.12,-1
0.45,0.27,-1
0.83,-0.81,1
-0.42,-0.21,1
0.5,-0.11,1
-0.39,0.75,1
0.56,-0.22,-1
0.13,0.97,1
0.08,0.69,-1
-0.05,-0.17,1
0.02,0.08,1
0.88,0.1,1
0.99,0.76,-1
0.51,-0.63,1
0.16,-0.54,-1
-0.58,0.19,1
-0.13,-0.82,1
0.01,-0.16,-1
0.92,-0.76,1
0.34,-0.03,1
-0.28,-0.68,-1
-0.3,0.73,1
-0.82,-0.09,-1
-0.9,-0.84,1
-0.66,-0.85,1
-0.01,0.39,1
0.64,0.03,1
1,0.87,1
-0.81,-0.77,1
0.96,-0.77,-1
0.15,-0.12,1
0.05,-0.14,1
0.01,0.01,1
-0.61,-0.88,-1
0.16,0.61,1
0.47,0.32,1
0.55,-0.18,1
0.05,0.3,-1
-0.82,-0.63,1
0.24,0.67,-1
-0.33,0.36,1
0.49,0.14,-1
-0.26,-0.9,-1
0.42,0.67,1
-0.52,-0.58,1
0.73,-0.91,1
-0.53,0.18,1
-0.16,0.76,1
0.12,-0.81,-1
0.34,0.69,-1
0.8,0.06,1
-0.28,-0.83,1
-0.4,-0.35,-1
-0.25,-0.51,1
0.68,0.39,-1
0.15,-0.11,-1
0.09,-0.38,-1
-0.69,-0.87,-1
0.19,-0.19,1
-0.02,0.53,1
-0.83,0.88,1
-0.63,-0.84,-1
0.55,0.08,1
0.97,-0.4,1
0.23,0.84,1
0.98,0.99,1
-0.2,-0.01,1
-0.49,-0.81,1
-0.93,0.29,-1
0.45,0.75,1
-0.17,0.05,1
0.65,-0.35,1
-0.51,0.33,-1
0.31,-0.94,-1
0.05,-0.31,1
-0.11,0.26,1
-0.45,0.85,1
0.6,0.89,-1
-0.07,-0.32,-1
0.34,0.08,1
-0.6,0.86,1
0.92,0.92,1
-0.4,0.72,1
-0.02,-0.23,1
-0.38,0.85,-1
0.73,-0.49,-1
0.2,0.89,-1
-0.04,-0.32,1
-0.47,-0.34,-1
-0.43,-0.11,1
-0.39,0.95,1
-0.28,0.11,1
-0.04,-0.37,1
0.15,-0.78,-1
-0.9,-0.42,1
0.26,0.26,1
0.92,0.49,-1
-0.62,0.67,1
0.62,-0.67,-1
0.45,0.69,-1
-0.68,0.26,1
0.48,-0.57,1
0.01,-0.3,-1
0.96,0.07,1
-0.44,-0.7,1
0.97,-0.97,1
-0.64,-0.48,1
-0.8,0.61,-1
-0.14,0.31,-1
0.75,0.81,1
-0.5,-0.43,-1
0.65,0.09,-1
0.4,-0.31,1
-0.28,0.09,1
0.61,-0.13,1
-0.53,0.12,1
-0.58,-0.66,-1
-0.85,0.6,-1
-0.83,0.97,1
0.05,0.44,-1
-0.88,0.18,1
-0.73,-0.24,1
0.63,-0.17,-1
0.95,-0.96,-1
-0.61,0.1,-1
-0.31,0.48,1
0.44,-0.69,-1
0.75,-0.3,1
0.89,-0.25,-1
0.51,-0.34,1
0.5,0.74,1
0.78,-0.35,-1
0.75,-0.63,-1
0.85,0.92,1
-0.78,0.99,1
-0.31,-0.29,-1
0.47,-0.42,1
0.25,-0.25,1
-0.52,0.32,-1
0.97,-1,1
-0.63,0.16,-1
0.07,0.45,1
0.44,0.29,-1
-1,0.13,1
0.72,0.42,1
-0.83,-0.47,-1
0.85,0.89,1
0.9,0.37,-1
-0.48,0.67,1
0.12,1,-1
0.29,-0.84,1
0.3,0.37,1
-0.22,0.19,1
0.72,0.67,1
0.56,-0.46,1
0.92,-0.11,-1
-0.45,-0.8,1
-0.81,-0.07,1
0.1,-0.11,-1
-0.74,0.54,1
-0.28,0.37,-1
0.04,0.63,-1
-0.83,0.38,-1
-0.73,0.75,1
0.95,-0.43,-1
0.5,-0.28,-1
0.62,-0.6,1
0.94,-0.6,-1
0.78,-0.07,1
-0.44,0.11,1
-0.51,0.44,1
0.18,0.35,1
0.92,-0.91,1
-0.18,-0.11,-1
0.29,0.01,1
0.42,0.25,1
-0.82,-0.01,1
-0.9,0.4,-1
-0.17,-0.71,-1
0.64,-0.04,1
0.06,-0.6,1
0.29,-0.02,-1
1,-0.35,1
0.91,0.7,-1
-0.31,-0.42,1
0.99,-0.7,1
-0.41,-0.24,-1
0.72,0.97,1
-0.64,-0.26,1
0.72,-0.01,1
0.65,-0.96,1
0.75,0.71,-1
-0.71,-0.54,-1
-0.24,-0.38,1
0.38,0.92,1
0.88,0.36,-1
-0.91,-0.46,1
0.54,-0.88,1
-0.83,-0.36,1
-0.65,-0.65,-1
-0.19,0.59,1
-0.79,-0.99,1
0.93,-0.49,1
0.87,-0.44,1
0.11,0.95,-1
-0.94,0.3,-1
0.95,-0.45,-1
-0.09,-0.47,1
-0.88,0.86,-1
0.87,-0.77,1
-0.26,-0.4,-1
0.16,0.66,-1
0.6,-0.66,1
0.65,-0.26,1
0.3,-0.92,-1
-0.39,-0.19,1
-0.33,0.25,-1
0.48,-0.02,-1
0.58,0.94,1
0.59,0.4,1
0.75,0.93,1
-0.33,-0.25,1
-0.17,-0.14,1
0.68,-0.88,-1
0.37,0.24,1
-0.79,0.2,1
0.13,0.9,1
0.3,0.54,1
0.46,-0.27,-1
0.49,0.42,-1
-0.72,-0.72,1
-0.6,0.94,1
0.17,0.18,1
-0.62,0.68,1
0.58,0.7,1
0.23,-0.88,1
-0.14,-0.64,-1
0.78,-0.08,-1
0.2,-0.58,1
-0.65,-0.67,1
0.52,0.99,1
0.67,-0.95,1
0.76,0.66,1
0.79,-0.97,-1
-0.61,-0.5,-1
0.43,0.66,-1
-0.93,-0.73,-1
-0.39,0.6,-1
0.59,-0.17,1
-0.11,0.46,-1
0.12,-0.41,1
-0.37,0.32,1
0.82,-0.43,1
-0.77,0.43,-1
0.7,-0.91,-1
0.69,-0.32,1
0.52,-0.53,-1
0.94,0,1
0.6,-0.31,-1
-1,0.54,1
-0.89,-0.56,-1
0.87,-0.07,1
0.02,0.39,1
-0.94,-0.69,1
-0.21,-0.5,1
0.51,0.05,1
0.75,0.76,1
0.3,-0.42,1
0.02,-0.35,1
0.58,-0.61,-1
0.78,-0.67,1
-0.35,0.3,1
0.8,0.43,1
-0.53,0.94,-1
0.7,0.75,1
-0.68,0.57,1
-0.79,-0.87,1
-0.48,-0.31,-1
0.03,0.7,1
-0.01,0.58,1
0,0.27,1
0.21,-0.5,1
-0.76,0.7,-1
0.26,-0.72,1
-0.58,-0.86,1
-0.17,0.67,1
0.36,0.4,-1
-0.02,-0.35,1
0.93,0.24,1
0.75,0.17,1
-0.13,0.94,-1
-0.79,-0.54,-1
-0.39,-0.12,1
-0.46,-0.17,1
-0.77,-0.16,1
0.49,0.41,1
-0.35,-0.33,-1
0.85,-0.41,1
-0.48,-0.07,1
0.4,-0.55,-1
0.33,-0.04,1
0.8,-0.24,-1
0.6,-0.96,1
0.45,-0.54,-1
0.14,0.05,1
0.64,-0.13,-1
0.81,-0.46,1
-0.01,-0.72,-1
0.25,-0.33,1
0.43,0.98,1
-0.98,-0.67,1
-0.2,-0.39,1
0.66,-0.94,1
-0.07,-0.38,1
0.17,-0.64,-1
-0.35,0.16,1
0.83,-0.32,1
-0.34,-0.99,1
-0.65,-0.63,1
-0.01,0.74,-1
0.8,-0.99,1
-0.36,0.41,1
0.78,0.41,-1
-0.44,-0.54,-1
0.15,0.25,1
0.26,0.91,1
-0.72,-0.34,1
-0.61,0.86,-1
0.88,0.87,-1
0.28,-0.61,1
0.81,-0.69,-1
-0.23,0.78,1
0.03,-0.6,-1
-0.7,-0.76,-1
-0.1,-0.33,1
-0.47,0.78,-1
0.65,-0.58,1
-0.18,0.26,-1
0.57,0.44,-1
0.22,0.78,-1
-0.83,-1,-1
-0.75,-0.56,1
0.11,-0.07,1
-0.3,0.96,-1
-0.62,-0.03,1
-0.77,0.23,1
-0.33,-0.16,1
-0.39,-0.59,1
-0.58,-0.34,1
0.1,-0.67,-1
0.27,-0.72,1
-0.77,0.9,-1
-0.13,0.59,1
-0.18,0.66,1
-0.5,0.06,1
0.47,0.5,1
-0.84,0.18,1
0.52,-0.61,1
-0.33,0.33,1
0.22,0.06,-1
-0.35,0.35,1
0.01,-0.9,1
0.16,-0.68,-1
0.82,-0.47,1
0.72,0.09,1
0.49,-0.29,-1
-0.97,-0.25,1
0.82,-0.4,-1
0.95,-0.45,1
-0.34,-0.12,1
0.2,0.1,1
0.63,-0.02,1
-0.93,-0.77,1
-0.06,-0.43,1
0.32,-0.21,1
0.39,0.58,1
-0.87,0.52,1
-0.6,-0.24,1
0.86,0.06,1
-0.96,0.61,-1
0.84,0.4,1
0.98,0.4,1
-0.82,0.99,1
0.56,-0.98,1
0.55,0.2,1
0.96,0.09,1
-0.85,-0.85,-1
0.76,-0.87,1
0.53,1,1
0.39,-0.88,1
-0.9,0.22,1
0.24,-0.96,1
0.24,0.84,1
-0.07,-0.73,1
-0.58,-0.69,-1
-0.56,0.6,1
0.6,-0.85,1
-0.72,-0.74,-1
0.49,0.71,1
0.76,0.42,1
0.26,-0.75,-1
-0.47,0.21,1
0.52,-0.45,1
-0.85,-0.08,1
0.08,0.42,1
0.69,0.31,1
0.01,0.82,1
0.23,0.43,-1
0.68,0.97,-1
0.17,0.96,1
-0.5,-0.7,-1
0.23,-0.41,-1
-1,0.15,1
-0.54,0.43,1
0.25,-0.24,-1
-0.82,-1,1
0.97,0.65,1
0.6,0.23,-1
0.54,-0.53,1
0.06,0.18,1
-0.67,-0.24,1
-0.81,0.61,1
-0.64,-0.5,-1
-0.5,-0.12,-1
-0.47,-0.53,-1
0.71,0.42,1
0.89,0,1
-0.83,0.11,-1
0.88,-0.24,-1
-0.63,0.56,1
-0.94,0.43,-1
-0.69,0.7,1
-0.83,-0.37,1
-0.96,0.2,1
-0.81,0.16,-1
-0.73,-0.1,-1
0.67,-0.83,-1
0.74,0.75,1
0.18,-0.95,1
0.75,0.39,1
-0.98,0.3,-1
-0.51,-0.07,1
-0.91,-0.1,-1
0.8,0.94,1
-0.9,-0.25,1
-0.51,-0.74,1
-0.68,1,-1
0.39,0.49,1
-0.22,0.8,1
-0.28,0.5,1
-0.61,0.02,-1
-0.05,0.72,1
-0.54,0.14,1
0.41,-0.47,1
-0.47,0.8,1
0.28,0.79,-1
0.58,-0.18,-1
-0.69,0.3,1
-0.68,-0.69,1
-0.98,-0.45,-1
0.69,0.23,1
0.77,-0.92,-1
0.88,-0.38,1
-0.59,0.54,1
-0.64,-0.44,1
0.87,0.42,-1
0.74,-0.72,1
-0.17,0.79,-1
0.01,0.72,1
0.81,-0.56,1
0.07,0.28,1
-0.18,-0.94,1
-0.37,0.76,-1
0.17,0.24,1
0.52,-0.87,-1
0.92,-0.08,1
-0.37,-0.52,-1
-0.07,-0.22,1
-0.95,-0.04,1
0.03,-0.07,1
-0.32,0.91,1
0.15,-0.18,-1
-0.04,0.42,1
-0.66,0.88,1
-0.64,0.52,1
-0.7,0.54,-1
-0.5,-0.24,1
0.7,0.29,-1
0.2,0.33,-1
-0.85,-0.02,1
-0.6,-0.99,1
0.9,0.81,-1
0.33,0.14,1
-0.33,-0.16,1
0.6,0.22,1
-0.49,0.89,1
0.22,0.9,1
-0.12,0.07,1
0.09,-0.52,1
-0.71,0.76,1
-0.11,-0.22,1
0.62,0.24,1
-0.54,0.44,1
0.32,-0.84,-1
-0.95,-0.24,1
0.83,-0.6,1
-0.11,-0.76,1
1,0.13,1
0.91,-0.94,1
0.3,0.19,1
-0.37,0.24,1
0.41,0.43,1
-0.82,-0.6,-1
-0.19,-0.39,1
-0.14,-0.18,1
0.96,0.7,1
0.76,-0.81,1
0.39,-0.88,-1
0.37,0.56,1
-0.02,-0.53,1
-0.12,-0.36,1
0.26,-0.89,-1
-0.06,-0.72,1
0.98,-0.29,1
-0.09,-0.87,-1
-0.74,0.61,1
0.16,-0.71,-1
-0.23,-0.36,1
0.28,-0.52,-1
-0.41,-0.27,1
0.01,0.62,1
-0.67,0.17,1
0.31,0.5,1
0.1,0.86,-1
-0.85,0.6,1
-0.76,0.7,1
-0.82,0.91,1
-0.37,-0.3,1
-0.68,-0.28,-1
0.89,0.33,1
-0.18,0.43,1
0.29,0.97,1
0.57,-0.44,1
-0.74,-0.07,-1
-0.17,0.38,1
-0.93,0.52,-1
-0.77,0.71,-1
0.04,-0.06,1
-0.63,-0.91,1
-0.95,0.96,1
-0.48,0.47,1
-0.61,-0.24,1
-0.87,-0.57,-1
0.96,0.79,-1
0.49,0.66,-1
-0.4,0.64,1
0.73,-0.84,1
-0.89,0.75,-1
0.22,-0.16,1
0.6,-0.37,1
0.07,0.53,1
0.31,-0.45,1
-0.79,0.54,1
0.17,0.72,1
0.88,-0.57,1
-0.82,-0.9,1
-0.06,-0.97,-1
-0.33,0.86,1
0.38,-0.78,1
-0.23,0.99,1
0.53,-0.18,1
-0.46,0.6,-1
-0.97,-0.71,-1
-0.61,0.03,1
0.07,-0.38,1
-0.53,-0.86,1
-0.64,-0.75,1
-0.76,-0.97,1
-0.14,0.94,1
0.54,-0.95,1
-0.65,-0.78,1
0.26,0.39,-1
-1,0.95,-1
-0.91,0.54,-1
0.79,-0.13,-1
-0.09,0.73,1
0.66,-0.76,1
-0.7,-0.02,-1
0.21,-0.47,-1
0.93,0.47,1
0.41,-0.16,1
-0.62,-0.25,-1
0.62,0.56,-1
0.28,0.99,1
-0.77,0.47,-1
-0.55,-0.11,1
0.42,-0.41,1
-0.95,-0.09,1
0.76,0.7,-1
-0.56,-0.07,-1
-0.52,-0.51,1
-0.52,-0.11,1
-0.65,-0.17,1
0.73,-0.55,1
0.04,-0.41,1
0.51,0.78,1
0.47,0.54,1
-0.53,0.7,1
-0.82,-0.43,1
0.46,0.42,1
-0.75,-0.37,1
0.08,0.1,-1
0.7,0.62,1
0.39,0.79,1
0.33,0.86,1
0.55,-0.26,1
0.31,0.47,1
